ilanBasligi,adres,il,fiyat(TRY),ilanID,ilanTarihi,marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,motorHacmi(Cc),motorGucu(HP),cekisTipi,boyaParcaDurumu,takasUygunluk,saticiTuru,aracVergisi(TRY),hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı
MÜKEMMEL TEMİZLİKTE 2.0TDİ A6 SİYAH İÇİ BEJ,Yıldızevler Mh. Kocasinan,Kayseri,1.795.000 TL,28813585,07 Nisan 2025,Audi,A6,A6 Sedan 2.0 TDI,311.000 km,2016.0,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,176 - 200 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sol Arka Kapı  Sol Ön Kapı  Boyalı  -  Değişmiş  Sağ Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun,,,,10,2,0,1,0
VK CARS- 2011 A3 1.6TDİ OTOMATİK DEĞİŞENSİZ MASRAFSIZ,Beşevler Mh. Nilüfer,Bursa,755.000 TL,28813573,07 Nisan 2025,Audi,A3,A3 Sportback 1.6 TDI Attraction,213.000 km,2011.0,Otomatik,Dizel,Hatchback/5,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
İLK SAHİBİNDEN HATASIZ BOYASIZ,Ayvanat Mh. Siverek,Şanlıurfa,1.820.000 TL,28813460,07 Nisan 2025,Audi,A3,A3 Sedan 30 TDI Sport,52.000 km,2019.0,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,,,13,0,0,0,0
FIRSAT ARACI İLK GELEN ALIR KREDİ KARTINA 12 TAKSİT,Emiralem Merkez Mh. Menemen,İzmir,965.000 TL,28813424,07 Nisan 2025,Audi,A3,A3 Sedan 1.6 TDI S Line,276.500 km,2015.0,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
BAYİ 2023 MODEL AUDİ A6 45 TFSI QUATTRO SPORT HATASIZ BOYASIZ,Acıbadem Mh. Üsküdar,İstanbul,4.600.000 TL,28813287,07 Nisan 2025,Audi,A6,A6 Sedan 45 TFSI Quattro Sport,45.000 km,2023.0,Otomatik,Benzin,Sedan,Gri,1801 - 2000 cm3,251 - 275 HP,4WD (Sürekli),Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
"DEĞİŞENSİZ BOYASIZ H.KAYITSIZ ""EKİM ÇIKIŞLI-SADECE 9.700 KM DE""",Yeşilbağlar Mh. Pendik,İstanbul,3.274.950 TL,28813265,07 Nisan 2025,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,9.700 km,2024.0,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,201 - 225 HP,4WD (Sürekli),Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
Sahibinden Audi A3 Sportback 1.4 TFSI Ambiente 2010 Model,M. Alipaşa Mh. İzmit,Kocaeli,800.000 TL,28816041,08 Nisan 2025,Audi,A3,A3 Sportback 1.4 TFSI Ambiente,235.000 km,2010.0,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1390 cc,125 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Çamurluk  Sol Ön Çamurluk  Boyalı  Sağ Ön Kapı  Değişmiş  -  Belirtilmemiş  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,30.000,0,5,1,0,7
Sahibinden Audi A3 Sportback 1.6 TDI Attraction 2013 Model,Şemikler Mh. Karşıyaka,İzmir,755.000 TL,28772332,07 Nisan 2025,Audi,A3,A3 Sportback 1.6 TDI Attraction,200.000 km,2013.0,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Boyalı  Sağ Ön Çamurluk  Değişmiş  Motor Kaputu  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,Sahibinden,,3.000,0,1,1,1,10
Sahibinden Audi A3 Sportback 1.6 Ambiente 2003 Model,Doğancılı Mh. Şile,İstanbul,400.000 TL,28811622,08 Nisan 2025,Audi,A3,A3 Sportback 1.6 Ambiente,208.000 km,2003.0,Düz,Benzin,Hatchback/3,Gri (Gümüş),,,,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,,,,13,0,0,0,0
Sahibinden Audi A3 Sportback 1.6 Attraction 2006 Model,Yeni Mh. Merkez,Siirt,595.000 TL,28810447,08 Nisan 2025,Audi,A3,A3 Sportback 1.6 Attraction,256.060 km,2006.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (titanyum),1595 cc,102 hp,Önden Çekiş,Orjinal  Tavan  Ön Tampon  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Arka Tampon  Değişmiş  Sağ Ön Kapı  Sol Ön Çamurluk  Belirtilmemiş  Arka Kaput  Motor Kaputu,,Sahibinden,,8.000,2,0,7,2,2
Sahibinden Audi A4 Sedan 2.0 TDI 2005 Model,Hüsnü Karakaş Mh. Kepez,Antalya,520.000 TL,28808805,08 Nisan 2025,Audi,A4,A4 Sedan 2.0 TDI,378.000 km,2005.0,Otomatik,Dizel,Sedan,Gri (Gümüş),1968 cc,140 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Değişmiş  Sağ Ön Çamurluk  Motor Kaputu  Belirtilmemiş  Tavan  Ön Tampon  Arka Tampon,Takasa Uygun,Sahibinden,,,0,0,8,2,3
Sahibinden Audi A3 Sportback 1.6 FSI 2006 Model,Yakuplu Mh. Beylikdüzü,İstanbul,375.000 TL,28807023,08 Nisan 2025,Audi,A3,A3 Sportback 1.6 FSI,307.000 km,2006.0,Düz,Benzin,Hatchback/3,Siyah,1595 cc,115 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Ön Kapı  Sol Ön Çamurluk  Boyalı  Ön Tampon  Arka Tampon  Değişmiş  Motor Kaputu  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk,,Sahibinden,,,0,2,2,1,8
Sahibinden Audi A3 Sportback 2.0 TDI Ambition 2006 Model,Akdeniz Mh. Akdeniz,Mersin,550.000 TL,28805973,08 Nisan 2025,Audi,A3,A3 Sportback 2.0 TDI Ambition,288.000 km,2006.0,Düz,Dizel,Hatchback/3,Siyah,1968 cc,140 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sol Arka Kapı  Arka Tampon  Boyalı  Sağ Ön Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Değişmiş  -  Belirtilmemiş  Tavan  Motor Kaputu,,Sahibinden,,,0,6,5,0,2
Sahibinden Audi A4 Sedan 2.0 TFSI Quattro 2007 Model,Mimar Sinan Mh. Ataşehir,İstanbul,720.000 TL,28793783,08 Nisan 2025,Audi,A4,A4 Sedan 2.0 TFSI Quattro,175.000 km,2007.0,Otomatik,Benzin,Sedan,Beyaz,1984 cc,200 hp,4WD (Sürekli),Orjinal  -  Lokal boyalı  -  Boyalı  Motor Kaputu  Değişmiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı yok,0,0,1,2,10
Sahibinden Audi A3 Sportback 1.6 FSI 2007 Model,Akbayır Mh. Karaköprü,Şanlıurfa,665.000 TL,28790433,08 Nisan 2025,Audi,A3,A3 Sportback 1.6 FSI,142.000 km,2007.0,Düz,Benzin,Hatchback/5,Siyah,1595 cc,115 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sol Arka Çamurluk  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,900,0,0,4,0,9
Sahibinden Audi A3 Sedan 1.6 TDI Attraction 2016 Model,Demirkapı Mh. Bağcılar,İstanbul,1.200.000 TL,28817996,08 Nisan 2025,Audi,A3,A3 Sedan 1.6 TDI Attraction,166.000 km,2016.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,110 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Arka Kaput  Boyalı  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,,0,1,1,0,11
Sahibinden Audi A3 Sportback 1.6 Attraction 2008 Model,Çınar Mh. Bornova,İzmir,450.000 TL,28783224,08 Nisan 2025,Audi,A3,A3 Sportback 1.6 Attraction,229.000 km,2008.0,Düz,LPG & Benzin,Hatchback/3,Siyah,1595 cc,102 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,Bu araç ağır hasar kayııdır.,0,0,0,0,13
Sahibinden Audi A6 Sedan 2.0 TDI 2008 Model,Yenikent Mh. Gebze,Kocaeli,620.000 TL,28782152,08 Nisan 2025,Audi,A6,A6 Sedan 2.0 TDI,420.000 km,2008.0,Otomatik,Dizel,Sedan,Mavi,1968 cc,140 hp,Önden Çekiş,Orjinal  Arka Kaput  Tavan  Motor Kaputu  Lokal boyalı  -  Boyalı  Sol Arka Kapı  Değişmiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Belirtilmemiş  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Ön Kapı  Ön Tampon  Arka Tampon,Takasa Uygun Değil,Sahibinden,1.198,20.000,3,0,1,2,7
Sahibinden Audi A3 Sportback 1.0 TFSI Dynamic 2017 Model,Kemer Mh. Esenler,İstanbul,1.350.000 TL,28817461,08 Nisan 2025,Audi,A3,A3 Sportback 1.0 TFSI Dynamic,81.000 km,2017.0,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,116 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı yok,0,0,0,0,13
Audi A4 1.8 T 2001 Model Otomatik,Aziziye Mh. Karasu,Sakarya,230.000 TL,28781719,08 Nisan 2025,Audi,A4,A4 Sedan 1.8 T,479.000 km,2001.0,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1781 cc,150 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sağ Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Değişmiş  Arka Kaput  Belirtilmemiş  -,Takasa Uygun,Sahibinden,780,tutarı belirtilmemiş,8,0,4,1,0
Sahibinden Audi A3 Sportback 1.6 TDI Attraction 2012 Model,Ekinoba Mh. Büyükçekmece,İstanbul,630.000 TL,28780369,08 Nisan 2025,Audi,A3,A3 Sportback 1.6 TDI Attraction,314.000 km,2012.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598 cc,105 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Değişmiş  Motor Kaputu  Belirtilmemiş  -,,Sahibinden,,,10,0,2,1,0
Sahibinden Audi A3 Sportback 1.6 Ambiente 2008 Model,Karapürçek Mh. Altındağ,Ankara,485.000 TL,28784259,08 Nisan 2025,Audi,A3,A3 Sportback 1.6 Ambiente,328.000 km,2008.0,Otomatik,LPG & Benzin,Hatchback/3,Siyah,1595 cc,102 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Değişmiş  -  Belirtilmemiş  Arka Kaput  Tavan,Takasa Uygun,Sahibinden,,,0,0,11,0,2
Sahibinden Audi A4 Sedan 1.6 2004 Model,Kargı Mh. Fethiye,Muğla,375.500 TL,28800890,08 Nisan 2025,Audi,A4,A4 Sedan 1.6,390.000 km,2004.0,Düz,LPG & Benzin,Sedan,Siyah,1595 cc,102 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Ön Çamurluk  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,,0,1,0,0,12
Sahibinden Audi A6 Sedan 2.5 TDI 2001 Model,Kirazlıdere Mh. Merkez,Amasya,495.000 TL,28775717,08 Nisan 2025,Audi,A6,A6 Sedan 2.5 TDI,178.000 km,2001.0,Otomatik,Dizel,Sedan,Siyah,2496 cc,180 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Ön Tampon  Arka Tampon  Değişmiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun,Sahibinden,1.818,tutarı belirtilmemiş,0,0,11,2,0
Sahibinden Audi A3 Sportback 1.6 Ambition 2004 Model,Bahçekapı Mh. Etimesgut,Ankara,465.000 TL,28796485,08 Nisan 2025,Audi,A3,A3 Sportback 1.6 Ambition,357.000 km,2004.0,Düz,LPG & Benzin,Hatchback/3,Gri (Gümüş),1595 cc,102 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Arka Kaput  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı yok,0,0,4,0,9
Sahibinden Audi A4 Sedan 2.0 TDI 2006 Model,Kazımdirik Mh. Bornova,İzmir,525.000 TL,28795832,08 Nisan 2025,Audi,A4,A4 Sedan 2.0 TDI,356.000 km,2006.0,Otomatik,Dizel,Sedan,Siyah,1968 cc,140 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,tutarı belirtilmemiş,0,0,0,0,13
Sahibinden Audi A3 Sportback 1.4 TFSI Ambition 2008 Model Burdur,Armağan İlci Mh. Merkez,Burdur,655.000 TL,28765695,08 Nisan 2025,Audi,A3,A3 Sportback 1.4 TFSI Ambition,295.000 km,2008.0,Yarı Otomatik,Benzin,Hatchback/3,Gri (metalik),1390 cc,125 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,tutarı yok,13,0,0,0,0
Sahibinden Audi A3 Sportback 1.6 Ambition 2004 Model,Turgut Özal Mh. Yenimahalle,Ankara,370.000 TL,28789617,08 Nisan 2025,Audi,A3,A3 Sportback 1.6 Ambition,385.000 km,2004.0,Düz,LPG & Benzin,Hatchback/3,Mavi,1595 cc,102 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Ön Çamurluk  Arka Tampon  Değişmiş  Sağ Arka Çamurluk  Sağ Ön Kapı  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon,Takasa Uygun,Sahibinden,436,,0,0,2,2,9
*2014*A3 SEDAN /// S-LİNE / CAM TVN-RECARO-3 Kol DRKS.,Gecen Köyü Merkez,Bartın,1.175.000 TL,28812968,07 Nisan 2025,Audi,A3,A3 Sedan 1.6 TDI S Line,192.000 km,2014.0,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Arka Kaput  Tavan  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sol Ön Kapı  Boyalı  Sağ Ön Kapı  Sol Arka Kapı  Sağ Ön Çamurluk  Değişmiş  Sağ Arka Kapı  Belirtilmemiş  -,Takasa Uygun,,,,6,3,3,1,0
KÖSE OTOMOTİV'DEN 2024 MODEL AUDİ A4 40 TDI QUATTRO S-LİNE,Köseler Mh. Altıeylül,Balıkesir,3.515.000 TL,28812809,07 Nisan 2025,Audi,A4,A4 Sedan 40 TDI Quattro S Line,25.000 km,2024.0,Otomatik,Dizel,Sedan,Lacivert,1801 - 2000 cm3,201 - 225 HP,4WD (Sürekli),Orjinal  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Çamurluk  Boyalı  Sağ Arka Kapı  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,11,1,1,0,0
Sahibinden Audi A4 Sedan 2.0 TDI 2008 Model,Mehmetçik Mh. Muratpaşa,Antalya,770.000 TL,28809460,07 Nisan 2025,Audi,A4,A4 Sedan 2.0 TDI,195.000 km,2008.0,Düz,Dizel,Sedan,Füme,1968 cc,170 hp,Önden Çekiş,Orjinal  Arka Kaput  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Lokal boyalı  Sol Arka Çamurluk  Boyalı  Sağ Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Ön Tampon  Arka Tampon,,Sahibinden,,1.110,5,1,5,0,2
EKSPRES PLAZA'DAN 2018 AUDİ A6 2.0 TDI QUATTRO DOĞUŞ ÇIKIŞLI,Mücahitler Mh. Şehitkamil,Gaziantep,2.350.000 TL,28159235,07 Nisan 2025,Audi,A6,A6 Sedan 2.0 TDI Quattro,184.000 km,2018.0,Otomatik,Dizel,Sedan,Beyaz,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,,,13,0,0,0,0
113.oooKM HATASIZ CAM TAVAN/3 KOL/RECARO/KATLANIR AYNA/LED/,Nar Mh. Merkez,Niğde,1.230.000 TL,28812205,07 Nisan 2025,Audi,A3,A3 Sportback 1.6 TDI Ambition,113.000 km,2015.0,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,,,13,0,0,0,0
~ YİĞİTOĞULLARI OTOMOTİV DEN TEMİZ A8 QUATTRO LONG,Fevziçakmak Mh. Karatay,Konya,2.065.000 TL,28598644,07 Nisan 2025,Audi,A8,3.0 TDI Quattro Long,358.000 km,2012.0,Otomatik,Dizel,Sedan,Beyaz,2967 cc,250 hp,4WD (Sürekli),Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Kapı  Boyalı  Sol Ön Kapı  Sol Ön Çamurluk  Değişmiş  Sağ Ön Çamurluk  Motor Kaputu  Belirtilmemiş  -,Takasa Uygun,Galeriden,6.915,,8,1,2,2,0
2014 MODEL AUDİ A3 1.6TDI/ İÇİ BEJ/BOYASIZ-DEĞİŞENSİZ/BAKIMLI,Bayındır Mh. Muratpaşa,Antalya,959.000 TL,28741989,07 Nisan 2025,Audi,A3,A3 Sedan 1.6 TDI Ambiente,205.000 km,2014.0,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
2016 MODEL-BOYASIZ-CAM TAVAN-KAYAR LED-SLİNE DİREKSİYON-AUDI A3,Baraj Mh. Kepez,Antalya,1.260.000 TL,27268265,07 Nisan 2025,Audi,A3,A3 Sedan 1.6 TDI Ambition,172.000 km,2016.0,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  Sol Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun Değil,,,3.000,12,0,0,1,0
